,symbol,exchangeShortName,type
3422,PBHC,NASDAQ,stock
3423,PDEX,NASDAQ,stock
3424,PDLB,NASDAQ,stock
3425,PESI,NASDAQ,stock
3426,PETZ,NASDAQ,stock
3427,PFIN,NASDAQ,stock
3428,PFIS,NASDAQ,stock
3429,PKBK,NASDAQ,stock
3430,PLBC,NASDAQ,stock
3431,PMD,NASDAQ,stock
3432,PME,NASDAQ,stock
3433,PNBK,NASDAQ,stock
3434,PNRG,NASDAQ,stock
3435,PRKR,NASDAQ,stock
3436,PROV,NASDAQ,stock
3437,PRPH,NASDAQ,stock
3438,PRPL,NASDAQ,stock
3439,PTNR,NASDAQ,stock
3440,PTSI,NASDAQ,stock
3441,PXS,NASDAQ,stock
3442,QADB,NASDAQ,stock
3443,QBAK,NASDAQ,stock
3444,QRHC,NASDAQ,stock
3445,QRTEB,NASDAQ,stock
3446,RAND,NASDAQ,stock
3447,RBCN,NASDAQ,stock
3448,RBNC,NASDAQ,stock
3449,RCMT,NASDAQ,stock
3450,RCON,NASDAQ,stock
3451,RDIB,NASDAQ,stock
3452,REED,NASDAQ,stock
3453,REFR,NASDAQ,stock
3454,RELV,NASDAQ,stock
3455,RGCO,NASDAQ,stock
3456,RILYL,NASDAQ,stock
3457,RILYZ,NASDAQ,stock
3458,RMBL,NASDAQ,stock
3459,RMCF,NASDAQ,stock
3460,RNDB,NASDAQ,stock
3461,SAMG,NASDAQ,stock
3462,SAR,NYSE,stock
3463,SBLKZ,NASDAQ,stock
3464,SCKT,NASDAQ,stock
3465,SCX,NYSE,stock
3466,SENEB,NASDAQ,stock
3467,SFB,NYSE,stock
3468,SFBC,NASDAQ,stock
3469,SGA,NASDAQ,stock
3470,SGLB,NASDAQ,stock
3471,SGLBW,NASDAQ,stock
3472,SHIP,NASDAQ,stock
3473,SHIPW,NASDAQ,stock
3474,SHSP,NASDAQ,stock
3475,SIEB,NASDAQ,stock
3476,SIFY,NASDAQ,stock
3477,SLMBP,NASDAQ,stock
3478,SLNO,NASDAQ,stock
3479,SMED,NASDAQ,stock
3480,SMSI,NASDAQ,stock
3481,SNES,NASDAQ,stock
3482,SNFCA,NASDAQ,stock
3483,SNGXW,NASDAQ,stock
3484,SOFO,NASDAQ,stock
3485,SOL,NYSE,stock
3486,SPCB,NASDAQ,stock
3487,SPI,NASDAQ,stock
3488,SPRO,NASDAQ,stock
3489,SRTS,NASDAQ,stock
3490,SSBI,NASDAQ,stock
3491,SSKN,NASDAQ,stock
3492,SSNT,NASDAQ,stock
3493,STLRU,NASDAQ,stock
3494,SUMR,NASDAQ,stock
3495,SUNW,NASDAQ,stock
3496,SVBI,NASDAQ,stock
3497,SXI,NYSE,stock
3498,SYPR,NASDAQ,stock
3499,TACT,NASDAQ,stock
3500,TAIT,NASDAQ,stock
3501,TATT,NASDAQ,stock
3502,TAYD,NASDAQ,stock
3503,TCBIL,NASDAQ,stock
3504,TCCO,NASDAQ,stock
3505,TDI,NYSE,stock
3506,THST,NASDAQ,stock
3507,TIL,NASDAQ,stock
3508,TMSRW,NASDAQ,stock
3509,TPVY,NYSE,stock
3510,TRIL,NASDAQ,stock
3511,TRMD,NASDAQ,stock
3512,TRNS,NASDAQ,stock
3513,TSRI,NASDAQ,stock
3514,TVE,NYSE,stock
3515,TVIZ,NASDAQ,stock
3516,TZOO,NASDAQ,stock
3517,UBCP,NASDAQ,stock
3518,UBOH,NASDAQ,stock
3519,UNAM,NASDAQ,stock
3520,UNB,NASDAQ,stock
3521,UNTY,NASDAQ,stock
3522,UONE,NASDAQ,stock
3523,UONEK,NASDAQ,stock
3524,USAP,NASDAQ,stock
3525,USDP,NYSE,stock
3526,USLM,NASDAQ,stock
3527,UZC,NYSE,stock
3528,VIIZ,NASDAQ,stock
3529,VIRC,NASDAQ,stock
3530,VNCE,NYSE,stock
3531,VRNA,NASDAQ,stock
3532,VTGN,NASDAQ,stock
3533,VTNR,NASDAQ,stock
3534,VXRT,NASDAQ,stock
3535,WALA,NYSE,stock
3536,WCFB,NASDAQ,stock
3537,WHLM,NASDAQ,stock
3538,WILC,NASDAQ,stock
3539,WINA,NASDAQ,stock
3540,WSTG,NASDAQ,stock
3541,WVFC,NASDAQ,stock
3542,WVVI,NASDAQ,stock
3543,WVVIP,NASDAQ,stock
3544,XBIO,NASDAQ,stock
3545,XBIT,NASDAQ,stock
3546,XELB,NASDAQ,stock
3547,XTLB,NASDAQ,stock
3548,YRIV,NASDAQ,stock
3549,YTEN,NASDAQ,stock
3550,ZKIN,NASDAQ,stock
3551,ZYME,NYSE,stock
3552,ALC,NYSE,stock
3553,AMCR,NYSE,stock
3554,AMRX,NYSE,stock
3555,HKIB,NYSE,stock
3556,PLAN,NYSE,stock
3557,ACA,NYSE,stock
3558,ARGO,NYSE,stock
3559,ARLO,NYSE,stock
3560,AMK,NYSE,stock
3561,ACB,NYSE,stock
3562,AVLR,NYSE,stock
3563,AVNS,NYSE,stock
3564,AVTR,NYSE,stock
3565,EQH,NYSE,stock
3566,AX,NYSE,stock
3567,BRPM,NYSE,stock
3568,BCSF,NYSE,stock
3569,BBDC,NYSE,stock
3570,BHC,NYSE,stock
3571,BBAR,NYSE,stock
3572,BRK-B,NYSE,stock
3573,BEST,NYSE,stock
3574,BH-A,NYSE,stock
3575,BIO-B,NYSE,stock
3576,BJ,NYSE,stock
3577,BE,NYSE,stock
3578,BORR,NYSE,stock
3579,MNRL,NYSE,stock
3580,BSIG,NYSE,stock
3581,BV,NYSE,stock
3582,BF-A,NYSE,stock
3583,BF-B,NYSE,stock
3584,CANG,NYSE,stock
3585,CGC,NYSE,stock
3586,CPRI,NYSE,stock
3587,EBR-B,NYSE,stock
3588,CDAY,NYSE,stock
3589,CHRA,NYSE,stock
3590,CHWY,NYSE,stock
3591,CWEN,NYSE,stock
3592,CWEN-A,NYSE,stock
3593,CNF,NYSE,stock
3594,CCEP,NYSE,stock
3595,CFXA,NYSE,stock
3596,CIG-C,NYSE,stock
3597,STZ-B,NYSE,stock
3598,CTK,NYSE,stock
3599,CNR,NYSE,stock
3600,CTVA,NYSE,stock
3601,CRD-A,NYSE,stock
3602,CRD-B,NYSE,stock
3603,CWK,NYSE,stock
3604,DELL,NYSE,stock
3605,DBI,NYSE,stock
3606,DSSI,NYSE,stock
3607,DCUE,NYSE,stock
3608,DOW,NYSE,stock
3609,DD,NYSE,stock
3610,DT,NYSE,stock
3611,ELAN,NYSE,stock
3612,ESTC,NYSE,stock
3613,ESI,NYSE,stock
3614,AKO-A,NYSE,stock
3615,AKO-B,NYSE,stock
3616,DAVA,NYSE,stock
3617,ET,NYSE,stock
3618,EQNR,NYSE,stock
3619,ETRN,NYSE,stock
3620,EB,NYSE,stock
3621,EVRG,NYSE,stock
3622,FPAC,NYSE,stock
3623,FTCH,NYSE,stock
3624,FSLY,NYSE,stock
3625,AGM-A,NYSE,stock
3626,FVRR,NYSE,stock
3627,FLNG,NYSE,stock
3628,FSK,NYSE,stock
3629,GL,NYSE,stock
3630,EAF,NYSE,stock
3631,GTN-A,NYSE,stock
3632,GHG,NYSE,stock
3633,GEF-B,NYSE,stock
3634,GSAH,NYSE,stock
3635,GOTU,NYSE,stock
3636,HNGR,NYSE,stock
3637,HVT-A,NYSE,stock
3638,HEI-A,NYSE,stock
3639,HEXO,NYSE,stock
3640,HUYA,NYSE,stock
3641,IAA,NYSE,stock
3642,INSP,NYSE,stock
3643,IFS,NYSE,stock
3644,JEF,NYSE,stock
3645,JW-A,NYSE,stock
3646,JW-B,NYSE,stock
3647,JMIA,NYSE,stock
3648,KDP,NYSE,stock
3649,KTB,NYSE,stock
3650,LHX,NYSE,stock
3651,LAIX,NYSE,stock
3652,LEN-B,NYSE,stock
3653,LHC,NYSE,stock
3654,LEVI,NYSE,stock
3655,LIN,NYSE,stock
3656,LINX,NYSE,stock
3657,LGF-A,NYSE,stock
3658,LGF-B,NYSE,stock
3659,LTHM,NYSE,stock
3660,RAMP,NYSE,stock
3661,MGY,NYSE,stock
3662,MEC,NYSE,stock
3663,MKC-V,NYSE,stock
3664,MDLA,NYSE,stock
3665,AMPY,NYSE,stock
3666,MUFG,NYSE,stock
3667,MOGU,NYSE,stock
3668,TAP-A,NYSE,stock
3669,MOG-A,NYSE,stock
3670,MOG-B,NYSE,stock
3671,CTOS,NYSE,stock
3672,NIO,NYSE,stock
3673,NVT,NYSE,stock
3674,ONE,NYSE,stock
3675,ORCC,NYSE,stock
3676,PD,NYSE,stock
3677,PSN,NYSE,stock
3678,PBR-A,NYSE,stock
3679,PHR,NYSE,stock
3680,PINS,NYSE,stock
3681,PROS,NYSE,stock
3682,NEW,NYSE,stock
3683,RMED,NYSE,stock
3684,PACK,NYSE,stock
3685,REZI,NYSE,stock
3686,RVLV,NYSE,stock
3687,RDS-A,NYSE,stock
3688,RDS-B,NYSE,stock
3689,SCPE,NYSE,stock
3690,SRL,NYSE,stock
3691,WORK,NYSE,stock
3692,SMAR,NYSE,stock
3693,SWI,NYSE,stock
3694,SPAQ,NYSE,stock
3695,SPOT,NYSE,stock
3696,MSC,NYSE,stock
3697,STG,NYSE,stock
3698,NOVA,NYSE,stock
3699,SUZ,NYSE,stock
3700,TAK,NYSE,stock
3701,TALO,NYSE,stock
3702,TME,NYSE,stock
3703,TUFN,NYSE,stock
3704,USX,NYSE,stock
3705,UBER,NYSE,stock
3706,UI,NYSE,stock
3707,VAPO,NYSE,stock
3708,VNE,NYSE,stock
3709,VIST,NYSE,stock
3710,WEI,NYSE,stock
3711,WH,NYSE,stock
3712,XYF,NYSE,stock
3713,YETI,NYSE,stock
3714,ZUO,NYSE,stock
3715,YI,NASDAQ,stock
3716,BCOW,NASDAQ,stock
3717,QFIN,NASDAQ,stock
3718,JFU,NASDAQ,stock
3719,ADPT,NASDAQ,stock
3720,ADIL,NASDAQ,stock
3721,ARPO,NASDAQ,stock
3722,AFYA,NASDAQ,stock
3723,AGBA,NASDAQ,stock
3724,AGBAU,NASDAQ,stock
3725,AGMH,NASDAQ,stock
3726,AIRTP,NASDAQ,stock
3727,ANTE,NASDAQ,stock
3728,KERN,NASDAQ,stock
3729,AKRO,NASDAQ,stock
3730,ALAC,NASDAQ,stock
3731,ALACU,NASDAQ,stock
3732,ALACW,NASDAQ,stock
3733,ALEC,NASDAQ,stock
3734,ALYA,NASDAQ,stock
3735,ALLK,NASDAQ,stock
3736,AESE,NASDAQ,stock
3737,ALLO,NASDAQ,stock
3738,ATHE,NASDAQ,stock
3739,ALTM,NASDAQ,stock
3740,AMAL,NASDAQ,stock
3741,ADN,NASDAQ,stock
3742,AMTB,NASDAQ,stock
3743,AMTBB,NASDAQ,stock
3744,AREC,NASDAQ,stock
3745,CMMB,NASDAQ,stock
3746,ANDA,NASDAQ,stock
3747,ANDAU,NASDAQ,stock
3748,ANIX,NASDAQ,stock
3749,ATEX,NASDAQ,stock
3750,APLT,NASDAQ,stock
3751,APTX,NASDAQ,stock
3752,APM,NASDAQ,stock
3753,APYX,NASDAQ,stock
3754,AQST,NASDAQ,stock
3755,ARAV,NASDAQ,stock
3756,ARCE,NASDAQ,stock
3757,ARDS,NASDAQ,stock
3758,ARTL,NASDAQ,stock
3759,ARVN,NASDAQ,stock
3760,ASLN,NASDAQ,stock
3761,ASRT,NASDAQ,stock
3762,ATIF,NASDAQ,stock
3763,AUB,NASDAQ,stock
3764,BCEL,NASDAQ,stock
3765,AEYE,NASDAQ,stock
3766,JG,NASDAQ,stock
3767,AUTL,NASDAQ,stock
3768,AVCO,NASDAQ,stock
3769,AVRO,NASDAQ,stock
3770,AXLA,NASDAQ,stock
3771,AXNX,NASDAQ,stock
3772,BFC,NASDAQ,stock
3773,OZK,NASDAQ,stock
3774,BSVN,NASDAQ,stock
3775,GLG,NASDAQ,stock
3776,BCML,NASDAQ,stock
3777,BLU,NASDAQ,stock
3778,BRY,NASDAQ,stock
3779,XAIR,NASDAQ,stock
3780,BYND,NASDAQ,stock
3781,BCYC,NASDAQ,stock
3782,BILI,NASDAQ,stock
3783,BCDA,NASDAQ,stock
3784,BHTG,NASDAQ,stock
3785,BNGO,NASDAQ,stock
3786,BSGM,NASDAQ,stock
3787,BIVI,NASDAQ,stock
3788,BHAT,NASDAQ,stock
3789,BWAY,NASDAQ,stock
3790,BBI,NASDAQ,stock
3791,BBIO,NASDAQ,stock
3792,BHFAP,NASDAQ,stock
3793,BPYPO,NASDAQ,stock
3794,BPYPP,NASDAQ,stock
3795,DOOO,NASDAQ,stock
3796,BFST,NASDAQ,stock
3797,CMBM,NASDAQ,stock
3798,CBNK,NASDAQ,stock
3799,CARE,NASDAQ,stock
3800,SAVA,NASDAQ,stock
3801,CSTL,NASDAQ,stock
3802,CTRM,NASDAQ,stock
3803,CBAT,NASDAQ,stock
3804,CBMB,NASDAQ,stock
3805,CHNG,NASDAQ,stock
3806,CTAC,NASDAQ,stock
3807,CSSEP,NASDAQ,stock
3808,CIH,NASDAQ,stock
3809,SXTC,NASDAQ,stock
3810,PLIN,NASDAQ,stock
3811,CLPS,NASDAQ,stock
3812,CCB,NASDAQ,stock
3813,CLBK,NASDAQ,stock
3814,SCOR,NASDAQ,stock
3815,BBCP,NASDAQ,stock
3816,CNST,NASDAQ,stock
3817,ROAD,NASDAQ,stock
3818,CRTX,NASDAQ,stock
3819,CLDB,NASDAQ,stock
3820,CVET,NASDAQ,stock
3821,CREX,NASDAQ,stock
3822,CRSA,NASDAQ,stock
3823,CRSAU,NASDAQ,stock
3824,CRNX,NASDAQ,stock
3825,CFB,NASDAQ,stock
3826,CRWD,NASDAQ,stock
3827,CMLS,NASDAQ,stock
3828,CYCN,NASDAQ,stock
3829,DTSS,NASDAQ,stock
3830,DDMX,NASDAQ,stock
3831,DMTK,NASDAQ,stock
3832,DMAC,NASDAQ,stock
3833,DOCU,NASDAQ,stock
3834,DOMO,NASDAQ,stock
3835,DOYU,NASDAQ,stock
3836,DBX,NASDAQ,stock
3837,DYAI,NASDAQ,stock
3838,EDSA,NASDAQ,stock
3839,EDTX,NASDAQ,stock
3840,EDTXU,NASDAQ,stock
3841,SOLO,NASDAQ,stock
3842,ECOR,NASDAQ,stock
3843,ELOX,NASDAQ,stock
3844,ENLV,NASDAQ,stock
3845,ENOB,NASDAQ,stock
3846,ESGRO,NASDAQ,stock
3847,ESGRP,NASDAQ,stock
3848,ENTX,NASDAQ,stock
3849,EPSN,NASDAQ,stock
3850,EQ,NASDAQ,stock
3851,ESTA,NASDAQ,stock
3852,ETON,NASDAQ,stock
3853,EDRY,NASDAQ,stock
3854,EVLO,NASDAQ,stock
3855,EVER,NASDAQ,stock
3856,EVOP,NASDAQ,stock
3857,XCUR,NASDAQ,stock
3858,EXPI,NASDAQ,stock
3859,EYPT,NASDAQ,stock
3860,FLMN,NASDAQ,stock
3861,FITBP,NASDAQ,stock
3862,FCBP,NASDAQ,stock
3863,FXNC,NASDAQ,stock
3864,FSEA,NASDAQ,stock
3865,MYFW,NASDAQ,stock
3866,FLNT,NASDAQ,stock
3867,FOCS,NASDAQ,stock
3868,FRAF,NASDAQ,stock
3869,FTDR,NASDAQ,stock
3870,FULC,NASDAQ,stock
3871,FVCB,NASDAQ,stock
3872,GMDA,NASDAQ,stock
3873,GNFT,NASDAQ,stock
3874,GMAB,NASDAQ,stock
3875,GNPX,NASDAQ,stock
3876,GAINL,NASDAQ,stock
3877,GSHD,NASDAQ,stock
3878,GOSS,NASDAQ,stock
3879,GNLN,NASDAQ,stock
3880,GRNQ,NASDAQ,stock
3881,GSKY,NASDAQ,stock
3882,GRIN,NASDAQ,stock
3883,GRTS,NASDAQ,stock
3884,GO,NASDAQ,stock
3885,GH,NASDAQ,stock
3886,GHSI,NASDAQ,stock
3887,GXGX,NASDAQ,stock
3888,GXGXU,NASDAQ,stock
3889,HJLI,NASDAQ,stock
3890,HWC,NASDAQ,stock
3891,HARP,NASDAQ,stock
3892,HROW,NASDAQ,stock
3893,HHR,NASDAQ,stock
3894,HCAT,NASDAQ,stock
3895,HLIO,NASDAQ,stock
3896,HSDT,NASDAQ,stock
3897,HEPA,NASDAQ,stock
3898,HFFG,NASDAQ,stock
3899,FIXX,NASDAQ,stock
3900,HOOK,NASDAQ,stock
3901,TWNKW,NASDAQ,stock
3902,HOTH,NASDAQ,stock
3903,HYRE,NASDAQ,stock
3904,IIIV,NASDAQ,stock
3905,IDEX,NASDAQ,stock
3906,IDYA,NASDAQ,stock
3907,IHRT,NASDAQ,stock
3908,IMAC,NASDAQ,stock
3909,IMBI,NASDAQ,stock
3910,IMUX,NASDAQ,stock
3911,IMV,NASDAQ,stock
3912,IEA,NASDAQ,stock
3913,INMD,NASDAQ,stock
3914,INMB,NASDAQ,stock
3915,IMXI,NASDAQ,stock
3916,IPLDP,NASDAQ,stock
3917,ICMB,NASDAQ,stock
3918,IQ,NASDAQ,stock
3919,ITMR,NASDAQ,stock
3920,ITRM,NASDAQ,stock
3921,ISEE,NASDAQ,stock
3922,JRSH,NASDAQ,stock
3923,JFIN,NASDAQ,stock
3924,KXIN,NASDAQ,stock
3925,KLDO,NASDAQ,stock
3926,KRTX,NASDAQ,stock
3927,KZR,NASDAQ,stock
3928,KNSA,NASDAQ,stock
3929,KLXE,NASDAQ,stock
3930,KOD,NASDAQ,stock
3931,KRUS,NASDAQ,stock
3932,LEGH,NASDAQ,stock
3933,LEVL,NASDAQ,stock
3934,LMST,NASDAQ,stock
3935,YVR,NASDAQ,stock
3936,LQDA,NASDAQ,stock
3937,LOGC,NASDAQ,stock
3938,LKCO,NASDAQ,stock
3939,LYFT,NASDAQ,stock
3940,MGTA,NASDAQ,stock
3941,MNSB,NASDAQ,stock
3942,MRKR,NASDAQ,stock
3943,MDJH,NASDAQ,stock
3944,MGTX,NASDAQ,stock
3945,MBINO,NASDAQ,stock
3946,MBINP,NASDAQ,stock
3947,MREO,NASDAQ,stock
3948,MESA,NASDAQ,stock
3949,MSVB,NASDAQ,stock
3950,MIST,NASDAQ,stock
3951,MLND,NASDAQ,stock
3952,TIGO,NASDAQ,stock
3953,MIRM,NASDAQ,stock
3954,MTC,NASDAQ,stock
3955,MRNA,NASDAQ,stock
3956,MOGO,NASDAQ,stock
3957,ATER,NASDAQ,stock
3958,MORF,NASDAQ,stock
3959,MOR,NASDAQ,stock
3960,COOP,NASDAQ,stock
3961,NRC,NASDAQ,stock
3962,NTUS,NASDAQ,stock
3963,NLTX,NASDAQ,stock
3964,NEPH,NASDAQ,stock
3965,NBSE,NASDAQ,stock
3966,STIM,NASDAQ,stock
3967,NFE,NASDAQ,stock
3968,NXTC,NASDAQ,stock
3969,NXGN,NASDAQ,stock
3970,BIMI,NASDAQ,stock
3971,NGM,NASDAQ,stock
3972,NIU,NASDAQ,stock
3973,LASR,NASDAQ,stock
3974,ONCY,NASDAQ,stock
3975,ONCT,NASDAQ,stock
3976,OSPN,NASDAQ,stock
3977,OSW,NASDAQ,stock
3978,OPBK,NASDAQ,stock
3979,OPRA,NASDAQ,stock
3980,OPRX,NASDAQ,stock
3981,ORTX,NASDAQ,stock
3982,OGI,NASDAQ,stock
3983,ORGO,NASDAQ,stock
3984,OBNK,NASDAQ,stock
3985,OSMT,NASDAQ,stock
3986,OTLK,NASDAQ,stock
3987,OXSQ,NASDAQ,stock
3988,PLMR,NASDAQ,stock
3989,PAYS,NASDAQ,stock
3990,PCB,NASDAQ,stock
3991,PDSB,NASDAQ,stock
3992,PSNL,NASDAQ,stock
3993,PHAS,NASDAQ,stock
3994,PHIO,NASDAQ,stock
3995,PHIOW,NASDAQ,stock
3996,PHUN,NASDAQ,stock
3997,PLL,NASDAQ,stock
3998,PDD,NASDAQ,stock
3999,PT,NASDAQ,stock
4000,PBFS,NASDAQ,stock
4001,PSTV,NASDAQ,stock
4002,PTE,NASDAQ,stock
4003,PPHI,NASDAQ,stock
4004,PBTS,NASDAQ,stock
4005,DTIL,NASDAQ,stock
4006,POAI,NASDAQ,stock
4007,PRTH,NASDAQ,stock
4008,PRVB,NASDAQ,stock
4009,PHCF,NASDAQ,stock
4010,PUYI,NASDAQ,stock
4011,QTT,NASDAQ,stock
4012,RTLR,NASDAQ,stock
4013,RRBI,NASDAQ,stock
4014,RDVT,NASDAQ,stock
4015,REKR,NASDAQ,stock
4016,RPAY,NASDAQ,stock
4017,REPL,NASDAQ,stock
4018,RBKB,NASDAQ,stock
4019,RMBI,NASDAQ,stock
4020,RIVE,NASDAQ,stock
4021,RUBY,NASDAQ,stock
4022,SFET,NASDAQ,stock
4023,SLRX,NASDAQ,stock
4024,SRRK,NASDAQ,stock
4025,SCPL,NASDAQ,stock
4026,WORX,NASDAQ,stock
4027,SEEL,NASDAQ,stock
4028,SIC,NASDAQ,stock
4029,SESN,NASDAQ,stock
4030,SWAV,NASDAQ,stock
4031,SIBN,NASDAQ,stock
4032,SIGA,NASDAQ,stock
4033,SILK,NASDAQ,stock
4034,SINT,NASDAQ,stock
4035,SOLY,NASDAQ,stock
4036,SONM,NASDAQ,stock
4037,SONO,NASDAQ,stock
4038,SPFI,NASDAQ,stock
4039,SY,NASDAQ,stock
4040,STXB,NASDAQ,stock
4041,MITO,NASDAQ,stock
4042,STOK,NASDAQ,stock
4043,STNE,NASDAQ,stock
4044,WISA,NASDAQ,stock
4045,SNDL,NASDAQ,stock
4046,SLGG,NASDAQ,stock
4047,SURF,NASDAQ,stock
4048,STRO,NASDAQ,stock
4049,SSSS,NASDAQ,stock
4050,TLC,NASDAQ,stock
4051,TAOP,NASDAQ,stock
4052,TH,NASDAQ,stock
4053,TCRR,NASDAQ,stock
4054,TECTP,NASDAQ,stock
4055,TENB,NASDAQ,stock
4056,WTER,NASDAQ,stock
4057,BPRN,NASDAQ,stock
4058,LOVE,NASDAQ,stock
4059,REAL,NASDAQ,stock
4060,TLRY,NASDAQ,stock
4061,TMDI,NASDAQ,stock
4062,TLSA,NASDAQ,stock
4063,TBLT,NASDAQ,stock
4064,TW,NASDAQ,stock
4065,TBIO,NASDAQ,stock
4066,TMDX,NASDAQ,stock
4067,TRVI,NASDAQ,stock
4068,TPCO,NASDAQ,stock
4069,TCDA,NASDAQ,stock
4070,TDAC,NASDAQ,stock
4071,TDACU,NASDAQ,stock
4072,TSCAP,NASDAQ,stock
4073,TSCBP,NASDAQ,stock
4074,TC,NASDAQ,stock
4075,TPTX,NASDAQ,stock
4076,THCB,NASDAQ,stock
4077,THCBU,NASDAQ,stock
4078,THCA,NASDAQ,stock
4079,THCAU,NASDAQ,stock
4080,BROG,NASDAQ,stock
4081,BROGW,NASDAQ,stock
4082,TWST,NASDAQ,stock
4083,USWS,NASDAQ,stock
4084,UBX,NASDAQ,stock
4085,TIGR,NASDAQ,stock
4086,UPWK,NASDAQ,stock
4087,MYT,NASDAQ,stock
4088,USIO,NASDAQ,stock
4089,UXIN,NASDAQ,stock
4090,VCNX,NASDAQ,stock
4091,VLYPO,NASDAQ,stock
4092,VLYPP,NASDAQ,stock
4093,VTIQ,NASDAQ,stock
4094,VTIQU,NASDAQ,stock
4095,VERB,NASDAQ,stock
4096,VERY,NASDAQ,stock
4097,VRRM,NASDAQ,stock
4098,VRCA,NASDAQ,stock
4099,VMD,NASDAQ,stock
4100,VFF,NASDAQ,stock
4101,VIOT,NASDAQ,stock
4102,VTSI,NASDAQ,stock
4103,VISL,NASDAQ,stock
4104,WAFU,NASDAQ,stock
4105,WTRH,NASDAQ,stock
4106,WTRE,NASDAQ,stock
4107,WTREP,NASDAQ,stock
4108,WW,NASDAQ,stock
4109,XFOR,NASDAQ,stock
4110,XERS,NASDAQ,stock
4111,XPEL,NASDAQ,stock
4112,YMAB,NASDAQ,stock
4113,YJ,NASDAQ,stock
4114,ZM,NASDAQ,stock
4115,ZVO,NASDAQ,stock
4116,ZYXI,NASDAQ,stock
4117,AREVX,NASDAQ,stock
4118,VRT,NYSE,stock
4119,TFII,NYSE,stock
4120,ACEL,NYSE,stock
4121,ALUS,NYSE,stock
4122,OIBR-C,NYSE,stock
4123,BILL,NYSE,stock
4124,RFL,NYSE,stock
4125,BKR,NYSE,stock
4126,BRBR,NYSE,stock
4127,BRK-A,NYSE,stock
4128,J,NYSE,stock
4129,GLEO,NYSE,stock
4130,FINV,NYSE,stock
4131,EPAC,NYSE,stock
4132,CSPR,NYSE,stock
4133,DAO,NYSE,stock
4134,FHI,NYSE,stock
4135,SCU,NYSE,stock
4136,SFTW,NYSE,stock
4137,NTCO,NYSE,stock
4138,ONTO,NYSE,stock
4139,PING,NYSE,stock
4140,NET,NYSE,stock
4141,NEX,NYSE,stock
4142,OCFT,NYSE,stock
4143,PIPR,NYSE,stock
4144,NVST,NYSE,stock
4145,SI,NYSE,stock
4146,OVV,NYSE,stock
4147,SPCE,NYSE,stock
4148,CHPT,NYSE,stock
4149,TFC,NYSE,stock
4150,VVNT,NYSE,stock
4151,VEL,NYSE,stock
4152,WTRG,NYSE,stock
4153,COFS,NASDAQ,stock
4154,CLSK,NASDAQ,stock
4155,DUOT,NASDAQ,stock
4156,HUIZ,NASDAQ,stock
4157,RVMD,NASDAQ,stock
4158,ADXN,NASDAQ,stock
4159,PAE,NASDAQ,stock
4160,AMHCW,NASDAQ,stock
4161,ARQT,NASDAQ,stock
4162,APXTU,NASDAQ,stock
4163,ALRS,NASDAQ,stock
4164,APXTW,NASDAQ,stock
4165,APXT,NASDAQ,stock
4166,AACG,NASDAQ,stock
4167,APRE,NASDAQ,stock
4168,ANPC,NASDAQ,stock
4169,AMHCU,NASDAQ,stock
4170,PAEWW,NASDAQ,stock
4171,ETTX,NASDAQ,stock
4172,ASTS,NASDAQ,stock
4173,AHCO,NASDAQ,stock
4174,AIH,NASDAQ,stock
4175,AMHC,NASDAQ,stock
4176,BRP,NASDAQ,stock
4177,CNTG,NASDAQ,stock
4178,FITBO,NASDAQ,stock
4179,BSBK,NASDAQ,stock
4180,PHAT,NASDAQ,stock
4181,BBQ,NASDAQ,stock
4182,VIACA,NASDAQ,stock
4183,SDC,NASDAQ,stock
4184,OPCH,NASDAQ,stock
4185,PGNY,NASDAQ,stock
4186,PRDO,NASDAQ,stock
4187,VIAC,NASDAQ,stock
4188,NLOK,NASDAQ,stock
4189,IPHA,NASDAQ,stock
4190,TXG,NASDAQ,stock
4191,MCBS,NASDAQ,stock
4192,PPD,NASDAQ,stock
4193,DDOG,NASDAQ,stock
4194,HQI,NASDAQ,stock
4195,YAYO,NASDAQ,stock
4196,BDTX,NASDAQ,stock
4197,FREQ,NASDAQ,stock
4198,IMAB,NASDAQ,stock
4199,GTEC,NASDAQ,stock
4200,CRNC,NASDAQ,stock
4201,SSPK,NASDAQ,stock
4202,GRTX,NASDAQ,stock
4203,CHPMU,NASDAQ,stock
4204,HBT,NASDAQ,stock
4205,CNSP,NASDAQ,stock
4206,STSA,NASDAQ,stock
4207,TCOM,NASDAQ,stock
4208,REYN,NASDAQ,stock
4209,BLDEW,NASDAQ,stock
4210,PGEN,NASDAQ,stock
4211,MBNKP,NASDAQ,stock
4212,RILYP,NASDAQ,stock
4213,WKEY,NASDAQ,stock
4214,HUGE,NASDAQ,stock
4215,IMVT,NASDAQ,stock
4216,LATN,NASDAQ,stock
4217,RCEL,NASDAQ,stock
4218,PTON,NASDAQ,stock
4219,TELA,NASDAQ,stock
4220,VERO,NASDAQ,stock
4221,GRNVU,NASDAQ,stock
4222,PNTG,NASDAQ,stock
4223,CHPM,NASDAQ,stock
4224,SDGR,NASDAQ,stock
4225,ONEM,NASDAQ,stock
4226,BXRX,NASDAQ,stock
4227,LIZI,NASDAQ,stock
4228,XP,NASDAQ,stock
4229,CABA,NASDAQ,stock
4230,MCMJW,NASDAQ,stock
4231,GRNVW,NASDAQ,stock
4232,FRG,NASDAQ,stock
4233,SRACW,NASDAQ,stock
