,symbol,exchangeShortName,type
1790,CNCE,NASDAQ,stock
1791,CCRN,NASDAQ,stock
1792,JBT,NYSE,stock
1793,PJT,NYSE,stock
1794,BKE,NYSE,stock
1795,IRTC,NASDAQ,stock
1796,ENVA,NYSE,stock
1797,QTNT,NASDAQ,stock
1798,CMRE,NYSE,stock
1799,EGAN,NASDAQ,stock
1800,ZGNX,NASDAQ,stock
1801,TPIC,NASDAQ,stock
1802,ARW,NYSE,stock
1803,TA,NASDAQ,stock
1804,AMG,NYSE,stock
1805,FRTA,NASDAQ,stock
1806,PI,NASDAQ,stock
1807,NMR,NYSE,stock
1808,MNRO,NASDAQ,stock
1809,FMBI,NASDAQ,stock
1810,ACLS,NASDAQ,stock
1811,ITCI,NASDAQ,stock
1812,VIVO,NASDAQ,stock
1813,MCHX,NASDAQ,stock
1814,CRAI,NASDAQ,stock
1815,DSGX,NASDAQ,stock
1816,CTIC,NASDAQ,stock
1817,AIT,NYSE,stock
1818,HCM,NASDAQ,stock
1819,TREE,NASDAQ,stock
1820,MODN,NYSE,stock
1821,AXAS,NASDAQ,stock
1822,CTSO,NASDAQ,stock
1823,SNX,NYSE,stock
1824,ACOR,NASDAQ,stock
1825,PCTY,NASDAQ,stock
1826,TX,NYSE,stock
1827,BSAC,NYSE,stock
1828,ALIM,NASDAQ,stock
1829,LILAK,NASDAQ,stock
1830,PTR,NYSE,stock
1831,ASUR,NASDAQ,stock
1832,SSL,NYSE,stock
1833,HMN,NYSE,stock
1834,NTLA,NASDAQ,stock
1835,AEHR,NASDAQ,stock
1836,BMI,NYSE,stock
1837,MSBI,NASDAQ,stock
1838,HLNE,NASDAQ,stock
1839,HHC,NYSE,stock
1840,APPS,NASDAQ,stock
1841,SHAK,NYSE,stock
1842,GOLF,NYSE,stock
1843,WTTR,NYSE,stock
1844,VYGR,NASDAQ,stock
1845,DOOR,NYSE,stock
1846,LGND,NASDAQ,stock
1847,EBSB,NASDAQ,stock
1848,CENTA,NASDAQ,stock
1849,SNPS,NASDAQ,stock
1850,FCEL,NASDAQ,stock
1851,PSO,NYSE,stock
1852,EEX,NYSE,stock
1853,UIHC,NASDAQ,stock
1854,BIO,NYSE,stock
1855,E,NYSE,stock
1856,MIME,NASDAQ,stock
1857,RVNC,NASDAQ,stock
1858,NATI,NASDAQ,stock
1859,ACCO,NYSE,stock
1860,PLXS,NASDAQ,stock
1861,ASGN,NYSE,stock
1862,CVNA,NYSE,stock
1863,MANT,NASDAQ,stock
1864,OMAB,NASDAQ,stock
1865,VNOM,NASDAQ,stock
1866,TCPC,NASDAQ,stock
1867,IBTX,NASDAQ,stock
1868,DSPG,NASDAQ,stock
1869,FWONA,NASDAQ,stock
1870,QTRX,NASDAQ,stock
1871,ZEAL,NASDAQ,stock
1872,ATKR,NYSE,stock
1873,UHAL,NASDAQ,stock
1874,SJR,NYSE,stock
1875,SA,NYSE,stock
1876,BCOV,NASDAQ,stock
1877,ACBI,NASDAQ,stock
1878,CVBF,NASDAQ,stock
1879,NGVT,NYSE,stock
1880,BY,NYSE,stock
1881,LSXMA,NASDAQ,stock
1882,PATK,NASDAQ,stock
1883,VBLT,NASDAQ,stock
1884,VMI,NYSE,stock
1885,BPMC,NASDAQ,stock
1886,SASR,NASDAQ,stock
1887,NBRV,NASDAQ,stock
1888,TVTY,NASDAQ,stock
1889,FCN,NYSE,stock
1890,ATOM,NASDAQ,stock
1891,WEX,NYSE,stock
1892,NXST,NASDAQ,stock
1893,CURO,NYSE,stock
1894,KODK,NYSE,stock
1895,MTRN,NYSE,stock
1896,TECH,NASDAQ,stock
1897,WING,NASDAQ,stock
1898,HAFC,NASDAQ,stock
1899,ADES,NASDAQ,stock
1900,ATRA,NASDAQ,stock
1901,BOOM,NASDAQ,stock
1902,GLYC,NASDAQ,stock
1903,SPH,NYSE,stock
1904,NEWR,NYSE,stock
1905,VCRA,NYSE,stock
1906,BZH,NYSE,stock
1907,PRI,NYSE,stock
1908,EXLS,NASDAQ,stock
1909,QLYS,NASDAQ,stock
1910,QURE,NASDAQ,stock
1911,CLSD,NASDAQ,stock
1912,ICUI,NASDAQ,stock
1913,WVE,NASDAQ,stock
1914,MNTX,NASDAQ,stock
1915,LSTR,NASDAQ,stock
1916,TGS,NYSE,stock
1917,ASIX,NYSE,stock
1918,SYBX,NASDAQ,stock
1919,TEO,NYSE,stock
1920,XLRN,NASDAQ,stock
1921,RMNI,NASDAQ,stock
1922,LMAT,NASDAQ,stock
1923,ZEPP,NYSE,stock
1924,SRT,NYSE,stock
1925,BPY,NASDAQ,stock
1926,CBZ,NYSE,stock
1927,BLRX,NASDAQ,stock
1928,KIRK,NASDAQ,stock
1929,CDZI,NASDAQ,stock
1930,SAIA,NASDAQ,stock
1931,RRTS,NYSE,stock
1932,OGS,NYSE,stock
1933,AY,NASDAQ,stock
1934,RBC,NYSE,stock
1935,ADUS,NASDAQ,stock
1936,LBAI,NASDAQ,stock
1937,NWE,NYSE,stock
1938,POLY,NYSE,stock
1939,GOL,NYSE,stock
1940,ELF,NYSE,stock
1941,VAC,NYSE,stock
1942,OMCL,NASDAQ,stock
1943,UFPI,NASDAQ,stock
1944,IBOC,NASDAQ,stock
1945,VEC,NYSE,stock
1946,WBK,NYSE,stock
1947,HELE,NASDAQ,stock
1948,XSPA,NASDAQ,stock
1949,AIR,NYSE,stock
1950,EBR,NYSE,stock
1951,TRVG,NASDAQ,stock
1952,SIEN,NASDAQ,stock
1953,CVI,NYSE,stock
1954,CPLP,NASDAQ,stock
1955,JOBS,NASDAQ,stock
1956,FBK,NYSE,stock
1957,NICE,NASDAQ,stock
1958,KALU,NASDAQ,stock
1959,RELX,NYSE,stock
1960,CAMP,NASDAQ,stock
1961,ICON,NASDAQ,stock
1962,JE,NYSE,stock
1963,ASPS,NASDAQ,stock
1964,RGS,NYSE,stock
1965,ZIXI,NASDAQ,stock
1966,ITGR,NYSE,stock
1967,CGBD,NASDAQ,stock
1968,RGEN,NASDAQ,stock
1969,KRO,NYSE,stock
1970,SB,NYSE,stock
1971,AOSL,NASDAQ,stock
1972,CVGW,NASDAQ,stock
1973,DSKE,NASDAQ,stock
1974,DGICA,NASDAQ,stock
1975,CCO,NYSE,stock
1976,SILC,NASDAQ,stock
1977,RGLD,NASDAQ,stock
1978,GBDC,NASDAQ,stock
1979,OCSI,NASDAQ,stock
1980,EBS,NYSE,stock
1981,EURN,NYSE,stock
1982,QTWO,NYSE,stock
1983,SAGE,NASDAQ,stock
1984,NOA,NYSE,stock
1985,APVO,NASDAQ,stock
1986,CALX,NYSE,stock
1987,PLAB,NASDAQ,stock
1988,AGYS,NASDAQ,stock
1989,CALA,NASDAQ,stock
1990,TGH,NYSE,stock
1991,CG,NASDAQ,stock
1992,EVA,NYSE,stock
1993,ATR,NYSE,stock
1994,SYKE,NASDAQ,stock
1995,TEDU,NASDAQ,stock
1996,FWRD,NASDAQ,stock
1997,ABG,NYSE,stock
1998,LBC,NASDAQ,stock
1999,MARA,NASDAQ,stock
2000,DS,NYSE,stock
2001,FLIC,NASDAQ,stock
2002,ARDX,NASDAQ,stock
2003,ADAP,NASDAQ,stock
2004,ATGE,NYSE,stock
2005,WHD,NYSE,stock
2006,LECO,NASDAQ,stock
2007,TRVN,NASDAQ,stock
2008,CATO,NYSE,stock
2009,MTX,NYSE,stock
2010,FENG,NYSE,stock
2011,LJPC,NASDAQ,stock
2012,TREX,NYSE,stock
2013,FTS,NYSE,stock
2014,CCS,NYSE,stock
2015,CHUY,NASDAQ,stock
2016,CLB,NYSE,stock
2017,CTRN,NASDAQ,stock
2018,VSTM,NASDAQ,stock
2019,CIT,NYSE,stock
2020,UTI,NYSE,stock
2021,IBP,NYSE,stock
2022,CENT,NASDAQ,stock
2023,SPTN,NASDAQ,stock
2024,NSIT,NASDAQ,stock
2025,AMRS,NASDAQ,stock
2026,EQBK,NASDAQ,stock
2027,SEAC,NASDAQ,stock
2028,RNGR,NYSE,stock
2029,ARGX,NASDAQ,stock
2030,RACE,NYSE,stock
2031,STKL,NASDAQ,stock
2032,ROL,NYSE,stock
2033,KOP,NYSE,stock
2034,STAA,NASDAQ,stock
2035,LFUS,NASDAQ,stock
2036,CYBR,NASDAQ,stock
2037,APOG,NASDAQ,stock
2038,MPWR,NASDAQ,stock
2039,MBIN,NASDAQ,stock
2040,HI,NYSE,stock
2041,FELE,NASDAQ,stock
2042,SSB,NASDAQ,stock
2043,BTCM,NYSE,stock
2044,ADMA,NASDAQ,stock
2045,GLP,NYSE,stock
2046,ITRN,NASDAQ,stock
2047,RYB,NYSE,stock
2048,MAIN,NYSE,stock
2049,LANC,NASDAQ,stock
2050,CHDN,NASDAQ,stock
2051,DQ,NYSE,stock
2052,TYL,NYSE,stock
2053,AKTS,NASDAQ,stock
2054,SLP,NASDAQ,stock
2055,RICK,NASDAQ,stock
2056,AVAL,NYSE,stock
2057,ENTA,NASDAQ,stock
2058,EXPO,NASDAQ,stock
2059,FRGI,NASDAQ,stock
2060,HBIO,NASDAQ,stock
2061,DAKT,NASDAQ,stock
2062,AAON,NASDAQ,stock
2063,NSTG,NASDAQ,stock
2064,MOV,NYSE,stock
2065,GTS,NYSE,stock
2066,CDMO,NASDAQ,stock
2067,ARC,NYSE,stock
2068,KFY,NYSE,stock
2069,GIB,NYSE,stock
2070,BCEI,NYSE,stock
2071,DFIN,NYSE,stock
2072,NNI,NYSE,stock
2073,FLDM,NASDAQ,stock
2074,COGT,NASDAQ,stock
2075,VYNT,NASDAQ,stock
2076,RMAX,NYSE,stock
2077,CRVS,NASDAQ,stock
2078,HRI,NYSE,stock
2079,LDL,NYSE,stock
2080,PRLB,NYSE,stock
2081,MMI,NYSE,stock
2082,CR,NYSE,stock
2083,CEQP,NYSE,stock
2084,CRWS,NASDAQ,stock
2085,LNN,NYSE,stock
2086,TCBK,NASDAQ,stock
2087,SNDX,NASDAQ,stock
2088,INGN,NASDAQ,stock
2089,GSBC,NASDAQ,stock
2090,PEN,NYSE,stock
2091,AGR,NYSE,stock
2092,ANIP,NASDAQ,stock
2093,CETX,NASDAQ,stock
2094,GNCA,NASDAQ,stock
2095,LQDT,NASDAQ,stock
2096,TKC,NYSE,stock
2097,CRK,NYSE,stock
2098,FATE,NASDAQ,stock
2099,NWN,NYSE,stock
2100,OSS,NASDAQ,stock
2101,TSQ,NYSE,stock
2102,CODI,NYSE,stock
2103,PBPB,NASDAQ,stock
2104,TACO,NASDAQ,stock
2105,AVAV,NASDAQ,stock
2106,IPGP,NASDAQ,stock
2107,TTOO,NASDAQ,stock
2108,SAM,NYSE,stock
2109,DSX,NYSE,stock
2110,AMPH,NASDAQ,stock
2111,CNMD,NYSE,stock
2112,NDLS,NASDAQ,stock
2113,ABCB,NASDAQ,stock
2114,BPMP,NYSE,stock
2115,CYTK,NASDAQ,stock
2116,NTGR,NASDAQ,stock
2117,FONR,NASDAQ,stock
2118,UNF,NYSE,stock
2119,RDWR,NASDAQ,stock
2120,GIFI,NASDAQ,stock
2121,CACC,NASDAQ,stock
2122,OSIS,NASDAQ,stock
2123,NEP,NYSE,stock
2124,CNA,NYSE,stock
2125,CRY,NYSE,stock
2126,LAUR,NASDAQ,stock
2127,SSD,NYSE,stock
2128,AMBC,NYSE,stock
2129,TSLX,NYSE,stock
2130,PVAC,NASDAQ,stock
2131,TNC,NYSE,stock
2132,PNNT,NASDAQ,stock
2133,AGIO,NASDAQ,stock
2134,UGP,NYSE,stock
2135,CO,NYSE,stock
2136,TDY,NYSE,stock
2137,SFE,NYSE,stock
2138,RUTH,NASDAQ,stock
2139,SRCE,NASDAQ,stock
2140,HURN,NASDAQ,stock
2141,MNDO,NASDAQ,stock
2142,EARS,NASDAQ,stock
2143,SRI,NYSE,stock
2144,WLDN,NASDAQ,stock
2145,MEI,NYSE,stock
2146,SBSI,NASDAQ,stock
2147,OPTT,NASDAQ,stock
2148,WSC,NASDAQ,stock
2149,QCRH,NASDAQ,stock
2150,HSKA,NASDAQ,stock
2151,USPH,NYSE,stock
2152,JOE,NYSE,stock
2153,RMR,NASDAQ,stock
2154,CARA,NASDAQ,stock
2155,CMRX,NASDAQ,stock
2156,WATT,NASDAQ,stock
2157,TARO,NYSE,stock
2158,SBCF,NASDAQ,stock
2159,TRTN,NYSE,stock
2160,NNBR,NASDAQ,stock
2161,SBT,NASDAQ,stock
2162,PARR,NYSE,stock
2163,SSTI,NASDAQ,stock
2164,NNA,NYSE,stock
2165,PRPO,NASDAQ,stock
2166,SPKE,NASDAQ,stock
2167,REX,NYSE,stock
2168,EXTN,NYSE,stock
2169,FRME,NASDAQ,stock
2170,IDCC,NASDAQ,stock
2171,ROLL,NASDAQ,stock
2172,NSSC,NASDAQ,stock
2173,NEO,NASDAQ,stock
2174,GLOB,NYSE,stock
2175,EMKR,NASDAQ,stock
2176,BNED,NYSE,stock
2177,FBNC,NASDAQ,stock
2178,SLRC,NASDAQ,stock
2179,CPF,NYSE,stock
2180,MTBC,NASDAQ,stock
2181,NEON,NASDAQ,stock
2182,PBFX,NYSE,stock
2183,RCUS,NYSE,stock
2184,AMRC,NYSE,stock
2185,SD,NYSE,stock
2186,EGLE,NASDAQ,stock
2187,MTEM,NASDAQ,stock
2188,EGBN,NASDAQ,stock
2189,THG,NYSE,stock
2190,NOAH,NYSE,stock
2191,IDA,NYSE,stock
2192,MED,NYSE,stock
2193,FRBK,NASDAQ,stock
2194,PEBO,NASDAQ,stock
2195,ODT,NASDAQ,stock
2196,LOB,NASDAQ,stock
2197,MCRI,NASDAQ,stock
2198,CRNT,NASDAQ,stock
2199,WMK,NYSE,stock
2200,IDT,NYSE,stock
2201,INSG,NASDAQ,stock
2202,TNP,NYSE,stock
2203,NGS,NYSE,stock
2204,CPSI,NASDAQ,stock
2205,AGS,NYSE,stock
2206,SCPH,NASDAQ,stock
2207,GPRK,NYSE,stock
2208,CDXC,NASDAQ,stock
2209,BBSI,NASDAQ,stock
2210,FOR,NYSE,stock
2211,VLRS,NYSE,stock
2212,ASMB,NASDAQ,stock
2213,CIR,NYSE,stock
2214,FARO,NASDAQ,stock
2215,THR,NYSE,stock
2216,RNR,NYSE,stock
2217,VWTR,NASDAQ,stock
2218,CHE,NYSE,stock
2219,JRVR,NASDAQ,stock
2220,NBTB,NASDAQ,stock
2221,CMTL,NASDAQ,stock
2222,CRSP,NASDAQ,stock
2223,DHX,NYSE,stock
2224,IVAC,NASDAQ,stock
2225,KFRC,NASDAQ,stock
2226,CDTX,NASDAQ,stock
2227,CNOB,NASDAQ,stock
2228,GLAD,NASDAQ,stock
2229,UFCS,NASDAQ,stock
2230,CCMP,NASDAQ,stock
2231,TRS,NASDAQ,stock
2232,NSP,NYSE,stock
2233,MEIP,NASDAQ,stock
2234,CLNE,NASDAQ,stock
2235,OMEX,NASDAQ,stock
2236,CBU,NYSE,stock
2237,XENT,NASDAQ,stock
2238,TCON,NASDAQ,stock
2239,NX,NYSE,stock
2240,STRA,NASDAQ,stock
2241,JAKK,NASDAQ,stock
2242,NERV,NASDAQ,stock
2243,ATNX,NASDAQ,stock
2244,NYMX,NASDAQ,stock
2245,ALNA,NASDAQ,stock
2246,PDFS,NASDAQ,stock
2247,MVIS,NASDAQ,stock
2248,TBK,NASDAQ,stock
2249,PFSI,NYSE,stock
2250,AQN,NYSE,stock
2251,FIBK,NASDAQ,stock
2252,GPX,NYSE,stock
2253,MARK,NASDAQ,stock
2254,OPTN,NASDAQ,stock
2255,BLCM,NASDAQ,stock
2256,FFIN,NASDAQ,stock
2257,RGNX,NASDAQ,stock
2258,APPF,NASDAQ,stock
2259,KE,NASDAQ,stock
2260,ASR,NYSE,stock
2261,MBRX,NASDAQ,stock
2262,AFMD,NASDAQ,stock
2263,ASYS,NASDAQ,stock
2264,APEI,NASDAQ,stock
2265,MN,NYSE,stock
2266,AFI,NYSE,stock
2267,VICR,NASDAQ,stock
2268,MORN,NASDAQ,stock
2269,EIGR,NASDAQ,stock
2270,ATRC,NASDAQ,stock
2271,ICD,NYSE,stock
2272,CW,NYSE,stock
2273,APLS,NASDAQ,stock
2274,ALE,NYSE,stock
2275,Y,NYSE,stock
2276,HZN,NYSE,stock
2277,UEIC,NASDAQ,stock
2278,AUTO,NASDAQ,stock
2279,CKPT,NASDAQ,stock
2280,IDN,NASDAQ,stock
2281,KOF,NYSE,stock
2282,LYTS,NASDAQ,stock
2283,PHI,NYSE,stock
2284,ORA,NYSE,stock
2285,CMPR,NASDAQ,stock
2286,ESTE,NYSE,stock
2287,SRDX,NASDAQ,stock
2288,OCUL,NASDAQ,stock
2289,WSBC,NASDAQ,stock
2290,PFBC,NASDAQ,stock
2291,CARG,NASDAQ,stock
2292,EPZM,NASDAQ,stock
2293,LX,NASDAQ,stock
2294,AIMC,NASDAQ,stock
2295,MFNC,NASDAQ,stock
2296,LEJU,NYSE,stock
2297,HMTV,NASDAQ,stock
2298,PAC,NYSE,stock
2299,NVEE,NASDAQ,stock
2300,ATRO,NASDAQ,stock
2301,CFRX,NASDAQ,stock
2302,AZZ,NYSE,stock
2303,IO,NYSE,stock
2304,BLX,NYSE,stock
2305,ENSG,NASDAQ,stock
2306,CYBE,NASDAQ,stock
2307,AMTX,NASDAQ,stock
2308,ICL,NYSE,stock
2309,RWLK,NASDAQ,stock
2310,NBEV,NASDAQ,stock
2311,ECOL,NASDAQ,stock
2312,SMHI,NYSE,stock
2313,SHEN,NASDAQ,stock
2314,ITI,NASDAQ,stock
2315,HNI,NYSE,stock
2316,LPTX,NASDAQ,stock
2317,NEU,NYSE,stock
2318,FSS,NYSE,stock
2319,HCI,NYSE,stock
2320,IFMK,NASDAQ,stock
2321,FRPH,NASDAQ,stock
2322,MRIN,NASDAQ,stock
2323,NLST,NASDAQ,stock
2324,PRTS,NASDAQ,stock
2325,VBTX,NASDAQ,stock
2326,FRO,NYSE,stock
2327,HY,NYSE,stock
2328,BCPC,NASDAQ,stock
2329,CLH,NYSE,stock
2330,USNA,NYSE,stock
2331,OTTR,NASDAQ,stock
2332,VBIV,NASDAQ,stock
2333,TBPH,NASDAQ,stock
2334,WPP,NYSE,stock
2335,PAHC,NASDAQ,stock
2336,QUIK,NASDAQ,stock
2337,ALDX,NASDAQ,stock
2338,ONTX,NASDAQ,stock
2339,TREC,NYSE,stock
2340,WWR,NASDAQ,stock
2341,MATX,NYSE,stock
2342,HCKT,NASDAQ,stock
2343,BOMN,NASDAQ,stock
2344,WSBF,NASDAQ,stock
2345,PKE,NYSE,stock
2346,MAXR,NYSE,stock
2347,JAGX,NASDAQ,stock
2348,CSII,NASDAQ,stock
2349,OXM,NYSE,stock
2350,PFLT,NASDAQ,stock
2351,ALGT,NASDAQ,stock
2352,MFIN,NASDAQ,stock
2353,FNHC,NASDAQ,stock
2354,FSV,NASDAQ,stock
2355,NAUH,NASDAQ,stock
2356,RDI,NASDAQ,stock
2357,SCON,NASDAQ,stock
2358,SMLP,NYSE,stock
2359,HTBK,NASDAQ,stock
2360,CLXT,NASDAQ,stock
2361,KNSL,NASDAQ,stock
2362,METC,NASDAQ,stock
2363,NEOG,NASDAQ,stock
2364,WTS,NYSE,stock
2365,HMST,NASDAQ,stock
2366,FFIC,NASDAQ,stock
2367,ECOM,NYSE,stock
2368,CEO,NYSE,stock
2369,GALT,NASDAQ,stock
2370,BBW,NYSE,stock
2371,IMKTA,NASDAQ,stock
2372,RAIL,NASDAQ,stock
2373,INPX,NASDAQ,stock
2374,INDB,NASDAQ,stock
2375,AUPH,NASDAQ,stock
2376,TR,NYSE,stock
2377,CABO,NYSE,stock
2378,LCUT,NASDAQ,stock
2379,ERIE,NASDAQ,stock
2380,AAC,NYSE,stock
2381,HSTM,NASDAQ,stock
2382,AGM,NYSE,stock
2383,DFFN,NASDAQ,stock
2384,VIVE,NASDAQ,stock
2385,FIX,NYSE,stock
2386,FDUS,NASDAQ,stock
2387,ANAT,NASDAQ,stock
2388,CIVB,NASDAQ,stock
2389,RKDA,NASDAQ,stock
2390,OFIX,NASDAQ,stock
2391,KVHI,NASDAQ,stock
2392,TTGT,NASDAQ,stock
2393,ARCB,NASDAQ,stock
2394,WABC,NASDAQ,stock
2395,ACRX,NASDAQ,stock
2396,CAI,NYSE,stock
2397,CNBKA,NASDAQ,stock
2398,GLMD,NASDAQ,stock
2399,GLOP,NYSE,stock
2400,MDWD,NASDAQ,stock
2401,MG,NYSE,stock
2402,NOVN,NASDAQ,stock
2403,TANH,NASDAQ,stock
2404,ZSAN,NASDAQ,stock
2405,VHI,NYSE,stock
2406,PUK,NYSE,stock
2407,CCXI,NASDAQ,stock
2408,UBFO,NASDAQ,stock
2409,CNXN,NASDAQ,stock
2410,JAX,NYSE,stock
2411,FRST,NASDAQ,stock
2412,DLB,NYSE,stock
2413,HAYN,NASDAQ,stock
2414,TCX,NASDAQ,stock
2415,TPB,NYSE,stock
2416,KIN,NASDAQ,stock
2417,MACK,NASDAQ,stock
2418,ACST,NASDAQ,stock
2419,FFWM,NASDAQ,stock
2420,BIP,NYSE,stock
2421,CAC,NASDAQ,stock
2422,NATH,NASDAQ,stock
2423,ANDE,NASDAQ,stock
2424,MCS,NYSE,stock
2425,CIA,NYSE,stock
2426,CLW,NYSE,stock
2427,AMRK,NASDAQ,stock
2428,ATHX,NASDAQ,stock
2429,COOL,NASDAQ,stock
2430,DGII,NASDAQ,stock
2431,KRYS,NASDAQ,stock
2432,ORN,NYSE,stock
2433,PLXP,NASDAQ,stock
2434,SLGL,NASDAQ,stock
2435,VLGEA,NASDAQ,stock
2436,YTRA,NASDAQ,stock
2437,MKL,NYSE,stock
2438,WRLD,NASDAQ,stock
2439,FICO,NYSE,stock
2440,GRC,NYSE,stock
2441,PZN,NYSE,stock
2442,SYBT,NASDAQ,stock
2443,HWKN,NASDAQ,stock
2444,SJW,NYSE,stock
2445,GFF,NYSE,stock
2446,CEVA,NASDAQ,stock
2447,FLY,NYSE,stock
2448,AGX,NYSE,stock
2449,XOMA,NASDAQ,stock
2450,SMP,NYSE,stock
2451,NVIV,NASDAQ,stock
2452,GNK,NYSE,stock
2453,HCCI,NASDAQ,stock
2454,KIDS,NASDAQ,stock
2455,PULM,NASDAQ,stock
2456,SCYX,NASDAQ,stock
2457,SECO,NASDAQ,stock
2458,EIG,NYSE,stock
2459,CHCO,NASDAQ,stock
2460,NXTD,NASDAQ,stock
2461,IBCP,NASDAQ,stock
2462,INSW,NYSE,stock
2463,CHT,NYSE,stock
2464,MBWM,NASDAQ,stock
2465,RCKY,NASDAQ,stock
2466,KAMN,NYSE,stock
2467,USM,NYSE,stock
2468,POWI,NASDAQ,stock
2469,TDW,NYSE,stock
2470,HIL,NYSE,stock
2471,OOMA,NYSE,stock
2472,NTRA,NASDAQ,stock
2473,PGC,NASDAQ,stock
2474,UVE,NYSE,stock
2475,ATAX,NASDAQ,stock
2476,MBOT,NASDAQ,stock
2477,MIXT,NYSE,stock
2478,MOTS,NASDAQ,stock
2479,MTL,NYSE,stock
2480,NEXT,NASDAQ,stock
2481,NFBK,NASDAQ,stock
2482,NL,NYSE,stock
2483,USEG,NASDAQ,stock
2484,SHG,NYSE,stock
2485,APTO,NASDAQ,stock
2486,REV,NYSE,stock
2487,EGY,NYSE,stock
2488,MRSN,NASDAQ,stock
2489,SYX,NYSE,stock
2490,GHM,NYSE,stock
2491,GCO,NYSE,stock
2492,VIRX,NASDAQ,stock
2493,JBSS,NASDAQ,stock
2494,RGR,NYSE,stock
2495,LPTH,NASDAQ,stock
2496,TTEC,NASDAQ,stock
2497,FISI,NASDAQ,stock
2498,VCYT,NASDAQ,stock
2499,CGEN,NASDAQ,stock
2500,MOFG,NASDAQ,stock
2501,NVR,NYSE,stock
2502,RNST,NASDAQ,stock
2503,ULBI,NASDAQ,stock
2504,ESE,NYSE,stock
2505,FBMS,NASDAQ,stock
2506,ACIU,NASDAQ,stock
2507,KELYA,NASDAQ,stock
2508,SQBG,NASDAQ,stock
2509,IMOS,NASDAQ,stock
2510,SPOK,NASDAQ,stock
2511,ABTX,NASDAQ,stock
2512,CAMT,NASDAQ,stock
2513,HMLP,NYSE,stock
2514,MCBC,NASDAQ,stock
2515,NRP,NYSE,stock
2516,PLUS,NASDAQ,stock
2517,SELB,NASDAQ,stock
2518,THFF,NASDAQ,stock
2519,RFIL,NASDAQ,stock
2520,NCSM,NASDAQ,stock
2521,PRFT,NASDAQ,stock
2522,PFS,NYSE,stock
2523,CSWI,NASDAQ,stock
2524,BLBD,NASDAQ,stock
2525,NCNA,NASDAQ,stock
2526,KMPH,NASDAQ,stock
2527,CDTI,NASDAQ,stock
2528,ZLAB,NASDAQ,stock
2529,AMSC,NASDAQ,stock
2530,RCKT,NASDAQ,stock
2531,YRD,NYSE,stock
2532,GAIN,NASDAQ,stock
2533,LRN,NYSE,stock
2534,RAVN,NASDAQ,stock
2535,MBIO,NASDAQ,stock
2536,CLSN,NASDAQ,stock
2537,HLG,NASDAQ,stock
2538,IFRX,NASDAQ,stock
2539,KNOP,NYSE,stock
2540,MMAC,NASDAQ,stock
2541,RENN,NYSE,stock
2542,VRTV,NYSE,stock
2543,WKHS,NASDAQ,stock
2544,CLLS,NASDAQ,stock
2545,JJSF,NASDAQ,stock
2546,NTEC,NASDAQ,stock
2547,TTEK,NASDAQ,stock
2548,IHG,NYSE,stock
2549,BATRA,NASDAQ,stock
2550,FBIO,NASDAQ,stock
2551,BSRR,NASDAQ,stock
2552,EDUC,NASDAQ,stock
2553,NVMI,NASDAQ,stock
2554,FLXS,NASDAQ,stock
2555,VALU,NASDAQ,stock
2556,RIBT,NASDAQ,stock
2557,MYE,NYSE,stock
2558,GLPG,NASDAQ,stock
2559,FC,NYSE,stock
2560,NC,NYSE,stock
2561,AGRX,NASDAQ,stock
2562,AGTC,NASDAQ,stock
2563,ALLT,NASDAQ,stock
2564,CBIO,NASDAQ,stock
2565,CEA,NYSE,stock
2566,CNET,NASDAQ,stock
2567,DCPH,NASDAQ,stock
2568,HBB,NYSE,stock
2569,HBP,NASDAQ,stock
2570,HOFT,NASDAQ,stock
2571,ICLK,NASDAQ,stock
2572,ISTR,NASDAQ,stock
2573,KBAL,NASDAQ,stock
2574,LNDC,NASDAQ,stock
2575,NWPX,NASDAQ,stock
2576,RM,NYSE,stock
2577,SYRS,NASDAQ,stock
2578,UTL,NYSE,stock
2579,WNEB,NASDAQ,stock
2580,ZEUS,NASDAQ,stock
2581,SCL,NYSE,stock
2582,SALM,NASDAQ,stock
2583,NEWT,NASDAQ,stock
2584,NH,NASDAQ,stock
2585,HBMD,NASDAQ,stock
2586,SPNE,NASDAQ,stock
2587,FORR,NASDAQ,stock
2588,NTP,NYSE,stock
2589,STRL,NASDAQ,stock
2590,MRUS,NASDAQ,stock
2591,RILY,NASDAQ,stock
2592,STCN,NASDAQ,stock
2593,MMLP,NASDAQ,stock
2594,HBNC,NASDAQ,stock
2595,CUE,NASDAQ,stock
2596,MGNX,NASDAQ,stock
2597,AMEH,NASDAQ,stock
2598,STN,NYSE,stock
2599,AXSM,NASDAQ,stock
2600,GHC,NYSE,stock
2601,DCOM,NASDAQ,stock
2602,AMOT,NASDAQ,stock
2603,BKEP,NASDAQ,stock
2604,BWFG,NASDAQ,stock
2605,CSV,NYSE,stock
2606,EBF,NYSE,stock
2607,FMBH,NASDAQ,stock
2608,GEOS,NASDAQ,stock
2609,HNP,NYSE,stock
2610,HTBX,NASDAQ,stock
2611,INBK,NASDAQ,stock
2612,KALV,NASDAQ,stock
2613,LIND,NASDAQ,stock
2614,MCRB,NASDAQ,stock
2615,NTWK,NASDAQ,stock
2616,PANL,NASDAQ,stock
2617,REPH,NASDAQ,stock
2618,TYHT,NASDAQ,stock
2619,MRAM,NASDAQ,stock
2620,KALA,NASDAQ,stock
